,BEGIN,END,PERIOD_EUR,SITE,fact,KWH,Consum_moy
360,2020-01-10,2020-10-31,"349,45",0004BR,295,2760,9.35593220338983
361,2020-01-11,2020-11-30,"326,93",0004BR,324,2647,8.169753086419753
362,2018-01-01,2018-01-31,"275,39",0004KO,30,2206,73.53333333333333
363,2018-01-02,2018-02-28,"250,09",0004KO,57,1996,35.01754385964912
364,2018-01-03,2018-03-31,"275,63",0004KO,87,2208,25.379310344827587
365,2018-01-04,2018-04-30,"268,16",0004KO,116,2146,18.5
366,2018-01-05,2018-05-31,"282,01",0004KO,146,2261,15.486301369863014
367,2018-01-06,2018-06-30,"273,94",0004KO,175,2194,12.537142857142857
368,2018-01-07,2018-07-31,"286,03",0004KO,205,2293,11.185365853658537
369,2018-01-08,2018-08-31,"289,89",0004KO,235,2325,9.893617021276595
370,2018-01-09,2018-09-30,"278,13",0004KO,264,2213,8.382575757575758
371,2018-01-10,2018-10-31,"336,37",0004KO,294,2693,9.15986394557823
372,2018-01-11,2018-11-30,"324,72",0004KO,323,2597,8.040247678018575
373,2018-01-12,2018-12-31,"334,67",0004KO,353,2679,7.589235127478753
374,2019-01-01,2019-01-31,"367,54",0004KO,30,2678,89.26666666666667
375,2019-01-02,2019-02-28,"332,53",0004KO,57,2416,42.3859649122807
376,2019-01-03,2019-03-31,"366,74",0004KO,87,2672,30.71264367816092
377,2019-01-04,2019-04-30,"328,53",0004KO,116,2386,20.56896551724138
378,2019-01-05,2019-05-31,"338,01",0004KO,146,2457,16.828767123287673
379,2019-01-06,2019-06-30,"338,81",0004KO,175,2463,14.074285714285715
380,2019-01-07,2019-07-31,"349,37",0004KO,205,2542,12.4
381,2019-01-08,2019-08-31,"347,50",0004KO,235,2528,10.757446808510638
382,2019-01-09,2019-09-30,"329,06",0004KO,264,2390,9.053030303030303
383,2019-01-10,2019-10-31,"338,55",0004KO,294,2461,8.370748299319727
384,2019-01-11,2019-11-30,"327,19",0004KO,323,2376,7.356037151702786
385,2019-01-12,2019-12-31,"335,07",0004KO,353,2435,6.898016997167139
386,2020-01-01,2020-01-31,"334,66",0004KO,30,2444,81.46666666666667
387,2020-01-02,2020-02-29,"322,73",0004KO,58,2354,40.58620689655172
388,2020-01-03,2020-03-31,"349,49",0004KO,88,2556,29.045454545454547
389,2020-01-04,2020-04-30,"351,22",0004KO,117,2569,21.957264957264957
390,2020-01-05,2020-05-31,"362,74",0004KO,147,2656,18.068027210884352
391,2020-01-06,2020-06-30,"357,31",0004KO,176,2615,14.857954545454545
392,2020-01-07,2020-07-31,"381,29",0004KO,206,2796,13.572815533980583
393,2020-01-08,2020-08-31,"392,15",0004KO,236,2878,12.194915254237289
394,2020-01-09,2020-09-30,"372,28",0004KO,265,2728,10.294339622641509
395,2020-01-10,2020-10-31,"379,83",0004KO,295,2785,9.440677966101696
396,2020-01-11,2020-11-30,"353,44",0004KO,324,2668,8.234567901234568
397,2018-01-01,2018-06-30,"1 921,96",0005KO,180,0,0.0
398,2018-01-07,2018-12-31,"2 239,81",0005KO,358,0,0.0
399,2019-01-01,2019-06-30,"2 470,29",0005KO,180,0,0.0
400,2019-01-07,2019-07-31,"442,33",0005KO,205,3412,16.64390243902439
401,2019-01-08,2019-08-31,"368,51",0005KO,235,2804,11.931914893617021
402,2019-01-09,2019-09-30,"353,82",0005KO,264,2683,10.162878787878787
403,2019-01-10,2019-10-31,"362,93",0005KO,294,2758,9.380952380952381
404,2019-01-11,2019-11-30,"350,26",0005KO,323,2654,8.21671826625387
405,2019-01-12,2019-12-31,"358,19",0005KO,353,2719,7.7025495750708215
406,2020-01-01,2020-01-31,"354,04",0005KO,30,2732,91.06666666666666
407,2020-01-02,2020-02-29,"341,03",0005KO,58,2623,45.224137931034484
408,2020-01-03,2020-03-31,"362,25",0005KO,88,2776,31.545454545454547
409,2020-01-04,2020-04-30,"366,46",0005KO,117,2811,24.025641025641026
410,2020-01-05,2020-05-31,"381,51",0005KO,147,2936,19.972789115646258
411,2020-01-06,2020-06-30,"377,89",0005KO,176,2906,16.511363636363637
412,2020-01-07,2020-07-31,"396,19",0005KO,206,3058,14.844660194174757
413,2020-01-08,2020-08-31,"403,65",0005KO,236,3120,13.220338983050848
414,2020-01-09,2020-09-30,"391,26",0005KO,265,3017,11.384905660377358
415,2020-01-10,2020-10-31,"396,19",0005KO,295,3058,10.366101694915255
416,2020-01-11,2020-11-30,"378,74",0005KO,324,2913,8.99074074074074
417,2018-01-01,2018-01-31,"286,32",0006BB,30,2195,73.16666666666667
418,2018-01-02,2018-02-28,"261,49",0006BB,57,1999,35.07017543859649
419,2018-01-03,2018-03-31,"288,05",0006BB,87,2203,25.32183908045977
420,2018-01-04,2018-04-30,"284,89",0006BB,116,2174,18.74137931034483
421,2018-01-05,2018-05-31,"301,54",0006BB,146,2306,15.794520547945206
422,2018-01-06,2018-06-30,"301,40",0006BB,175,2306,13.177142857142858
423,2018-01-07,2018-07-31,"358,62",0006BB,205,2759,13.458536585365854
424,2018-01-08,2018-08-31,"361,69",0006BB,235,2781,11.83404255319149
425,2018-01-09,2018-09-30,"346,44",0006BB,264,2647,10.026515151515152
426,2018-01-10,2018-10-31,"353,93",0006BB,294,2708,9.210884353741497
427,2018-01-11,2018-11-30,"341,31",0006BB,323,2609,8.077399380804954
428,2018-01-12,2018-12-31,"368,59",0006BB,353,2827,8.008498583569406
429,2019-01-01,2019-01-31,"352,08",0006BB,30,2829,94.3
430,2019-01-02,2019-02-28,"309,62",0006BB,57,2475,43.421052631578945
431,2019-01-03,2019-03-31,"338,57",0006BB,87,2713,31.183908045977013
432,2019-01-04,2019-04-30,"313,08",0006BB,116,2505,21.594827586206897
433,2019-01-05,2019-05-31,"323,20",0006BB,146,2600,17.80821917808219
434,2019-01-06,2019-06-30,"344,85",0006BB,175,2770,15.82857142857143
435,2019-01-07,2019-07-31,"355,89",0006BB,205,2861,13.95609756097561
436,2019-01-08,2019-08-31,"352,13",0006BB,235,2826,12.025531914893618
437,2019-01-09,2019-09-30,"338,31",0006BB,264,2714,10.280303030303031
438,2019-01-10,2019-10-31,"349,08",0006BB,294,2805,9.540816326530612
439,2019-01-11,2019-11-30,"334,16",0006BB,323,2680,8.297213622291022
440,2019-01-12,2019-12-31,"340,42",0006BB,353,2735,7.747875354107649
441,2020-01-01,2020-01-31,"392,84",0006BB,30,2743,91.43333333333334
442,2020-01-02,2020-02-29,"365,54",0006BB,58,2535,43.706896551724135
443,2020-01-03,2020-03-31,"383,08",0006BB,88,2644,30.045454545454547
444,2020-01-04,2020-04-30,"371,58",0006BB,117,2569,21.957264957264957
445,2020-01-05,2020-05-31,"383,26",0006BB,147,2655,18.06122448979592
446,2020-01-06,2020-06-30,"378,94",0006BB,176,2623,14.903409090909092
447,2020-01-07,2020-07-31,"396,43",0006BB,206,2755,13.37378640776699
448,2020-01-08,2020-08-31,"401,25",0006BB,236,2797,11.851694915254237
449,2020-01-09,2020-09-30,"452,79",0006BB,265,3171,11.966037735849056
450,2020-01-10,2020-10-31,"492,83",0006BB,295,3464,11.742372881355932
451,2020-01-11,2020-11-30,"459,69",0006BB,324,3315,10.231481481481481
452,2018-01-01,2018-06-30,"1 854,79",0006BR,180,0,0.0
453,2018-01-07,2018-12-31,"1 956,44",0006BR,358,0,0.0
454,2019-01-01,2019-06-30,"1 800,14",0006BR,180,0,0.0
455,2019-01-07,2019-07-31,"323,81",0006BR,205,2493,12.160975609756097
456,2019-01-08,2019-08-31,"343,60",0006BR,235,2656,11.302127659574468
457,2019-01-09,2019-09-30,"336,56",0006BR,264,2598,9.840909090909092
458,2019-01-10,2019-10-31,"339,11",0006BR,294,2619,8.908163265306122
459,2019-01-11,2019-11-30,"324,91",0006BR,323,2502,7.746130030959752
460,2019-01-12,2019-12-31,"330,49",0006BR,353,2548,7.218130311614731
461,2020-01-01,2020-01-31,"330,01",0006BR,30,2544,84.8
462,2020-01-02,2020-02-29,"309,51",0006BR,58,2417,41.672413793103445
463,2020-01-03,2020-03-31,"334,24",0006BR,88,2601,29.556818181818183
464,2020-01-04,2020-04-30,"336,65",0006BR,117,2621,22.4017094017094
465,2020-01-05,2020-05-31,"346,76",0006BR,147,2705,18.401360544217688
466,2020-01-06,2020-06-30,"337,97",0006BR,176,2632,14.954545454545455
467,2020-01-07,2020-07-31,"355,67",0006BR,206,2779,13.490291262135923
468,2020-01-08,2020-08-31,"360,12",0006BR,236,2816,11.932203389830509
469,2020-01-09,2020-09-30,"346,52",0006BR,265,2703,10.2
470,2020-01-10,2020-10-31,"353,26",0006BR,295,2759,9.352542372881356
471,2020-01-11,2020-11-30,"338,69",0006BR,324,2638,8.141975308641975
472,2018-01-01,2018-01-31,"219,45",0007BB,30,1555,51.833333333333336
473,2018-01-02,2018-02-28,"202,83",0007BB,57,1436,25.19298245614035
474,2018-01-03,2018-03-31,"225,19",0007BB,87,1706,19.60919540229885
475,2018-01-04,2018-04-30,"249,77",0007BB,116,1523,13.129310344827585
476,2018-01-05,2018-05-31,"272,10",0007BB,146,1582,10.835616438356164
477,2018-01-06,2018-06-30,"313,66",0007BB,175,1714,9.794285714285714
478,2018-01-07,2018-07-31,"355,76",0007BB,205,1923,9.38048780487805
479,2018-01-08,2018-08-31,"372,94",0007BB,235,2119,9.017021276595745
480,2018-01-09,2018-09-30,"318,94",0007BB,264,1833,6.943181818181818
481,2018-01-10,2018-10-31,"285,03",0007BB,294,1939,6.595238095238095
482,2018-01-11,2018-11-30,"262,62",0007BB,323,1931,5.978328173374613
483,2018-01-12,2018-12-31,"248,41",0007BB,353,1956,5.541076487252124
484,2019-01-01,2019-01-31,"280,22",0007BB,30,1946,64.86666666666666
485,2019-01-02,2019-02-28,"294,73",0007BB,57,1939,34.01754385964912
486,2019-01-03,2019-03-31,"276,50",0007BB,87,1739,19.988505747126435
487,2019-01-04,2019-04-30,"333,65",0007BB,116,1885,16.25
488,2019-01-05,2019-05-31,"340,55",0007BB,146,1946,13.32876712328767
489,2019-01-06,2019-06-30,"364,61",0007BB,175,1805,10.314285714285715
490,2019-01-07,2019-07-31,"426,92",0007BB,205,2124,10.360975609756098
491,2019-01-08,2019-08-31,"412,93",0007BB,235,2075,8.829787234042554
492,2019-01-09,2019-09-30,"367,87",0007BB,264,1916,7.257575757575758
493,2019-01-10,2019-10-31,"375,08",0007BB,294,2246,7.639455782312925
494,2019-01-11,2019-11-30,"287,15",0007BB,323,1829,5.662538699690402
495,2019-01-12,2019-12-31,"306,61",0007BB,353,2004,5.6770538243626065
496,2020-01-01,2020-01-31,"317,16",0007BB,30,2143,71.43333333333334
497,2020-01-02,2020-02-29,"223,20",0007BB,58,1440,24.82758620689655
498,2020-01-03,2020-03-31,"120,36",0007BB,88,77,0.875
499,2020-01-04,2020-04-30,"582,74",0007BB,117,3133,26.77777777777778
500,2020-01-05,2020-05-31,"425,52",0007BB,147,2338,15.904761904761905
501,2020-01-06,2020-06-30,"343,28",0007BB,176,1725,9.801136363636363
502,2020-01-07,2020-07-31,"414,49",0007BB,206,2104,10.21359223300971
503,2020-01-08,2020-08-31,"371,51",0007BB,236,1915,8.114406779661017
504,2020-01-09,2020-09-30,"428,46",0007BB,265,2267,8.554716981132076
505,2020-01-10,2020-10-31,"300,83",0007BB,295,1857,6.294915254237288
506,2020-01-11,2020-11-30,"309,97",0007BB,324,1987,6.132716049382716
507,2018-01-01,2018-01-31,"281,73",0007BR,30,2620,87.33333333333333
508,2018-01-02,2018-02-28,"254,07",0007BR,57,2355,41.31578947368421
509,2018-01-03,2018-03-31,"294,96",0007BR,87,2755,31.666666666666668
510,2018-01-04,2018-04-30,"334,89",0007BR,116,3149,27.146551724137932
511,2018-01-05,2018-05-31,"407,32",0007BR,146,3848,26.356164383561644
512,2018-01-06,2018-06-30,"393,85",0007BR,175,3718,21.245714285714286
513,2018-01-07,2018-07-31,"434,44",0007BR,205,4107,20.034146341463416
514,2018-01-08,2018-08-31,"447,92",0007BR,235,4237,18.029787234042555
515,2018-01-09,2018-09-30,"356,08",0007BR,264,3326,12.598484848484848
516,2018-01-10,2018-10-31,"281,79",0007BR,294,2613,8.887755102040817
517,2018-01-11,2018-11-30,"259,19",0007BR,323,2396,7.41795665634675
518,2018-01-12,2018-12-31,"271,31",0007BR,353,2511,7.113314447592068
519,2019-01-01,2019-01-31,"263,64",0007BR,30,2500,83.33333333333333
520,2019-01-02,2019-02-28,"235,58",0007BR,57,2227,39.07017543859649
521,2019-01-03,2019-03-31,"267,20",0007BR,87,2538,29.17241379310345
522,2019-01-04,2019-04-30,"265,35",0007BR,116,2520,21.724137931034484
523,2019-01-05,2019-05-31,"271,61",0007BR,146,2581,17.67808219178082
524,2019-01-06,2019-06-30,"296,42",0007BR,175,2816,16.091428571428573
525,2019-01-07,2019-07-31,"287,14",0007BR,205,2731,13.321951219512195
526,2019-01-08,2019-08-31,"291,72",0007BR,235,2775,11.808510638297872
527,2019-01-09,2019-09-30,"277,46",0007BR,264,2636,9.984848484848484
528,2019-01-10,2019-10-31,"286,23",0007BR,294,2721,9.255102040816327
529,2019-01-11,2019-11-30,"272,27",0007BR,323,2584,8.0
530,2019-01-12,2019-12-31,"291,44",0007BR,353,2772,7.852691218130311
531,2020-01-01,2020-01-31,"355,75",0007BR,30,2834,94.46666666666667
532,2020-01-02,2020-02-29,"337,88",0007BR,58,2688,46.3448275862069
533,2020-01-03,2020-03-31,"352,29",0007BR,88,2820,32.04545454545455
534,2020-01-04,2020-04-30,"351,17",0007BR,117,2812,24.034188034188034
535,2020-01-05,2020-05-31,"352,71",0007BR,147,2811,19.122448979591837
536,2020-01-06,2020-06-30,"344,48",0007BR,176,2747,15.607954545454545
537,2020-01-07,2020-07-31,"359,93",0007BR,206,2887,14.014563106796116
538,2020-01-08,2020-08-31,"363,22",0007BR,236,2914,12.347457627118644
539,2020-01-09,2020-09-30,"349,58",0007BR,265,2802,10.573584905660377
540,2020-01-10,2020-10-31,"353,72",0007BR,295,2836,9.613559322033899
541,2020-01-11,2020-11-30,"335,95",0007BR,324,2690,8.302469135802468
542,2018-01-01,2018-12-31,"5 096,07",0008BB,364,0,0.0
543,2019-01-01,2019-01-31,"448,59",0008BB,30,3559,118.63333333333334
544,2019-01-02,2019-02-28,"385,65",0008BB,57,3123,54.78947368421053
545,2019-01-03,2019-03-31,"424,95",0008BB,87,3450,39.6551724137931
546,2019-01-04,2019-04-30,"385,91",0008BB,116,3130,26.982758620689655
547,2019-01-05,2019-05-31,"390,34",0008BB,146,3174,21.73972602739726
548,2019-01-06,2019-06-30,"415,66",0008BB,175,3376,19.291428571428572
549,2019-01-07,2019-07-31,"434,07",0008BB,205,3527,17.204878048780486
550,2019-01-08,2019-08-31,"435,75",0008BB,235,3545,15.085106382978724
551,2019-01-09,2019-09-30,"414,48",0008BB,264,3371,12.768939393939394
552,2019-01-10,2019-10-31,"421,74",0008BB,294,3434,11.680272108843537
553,2019-01-11,2019-11-30,"403,80",0008BB,323,3284,10.1671826625387
554,2019-01-12,2019-12-31,"401,94",0008BB,353,3269,9.260623229461757
555,2020-01-01,2020-01-31,"463,95",0008BB,30,3277,109.23333333333333
556,2020-01-02,2020-02-29,"435,72",0008BB,58,3062,52.793103448275865
557,2020-01-03,2020-03-31,"464,40",0008BB,88,3247,36.89772727272727
558,2020-01-04,2020-04-30,"446,82",0008BB,117,3131,26.76068376068376
559,2020-01-05,2020-05-31,"460,84",0008BB,147,3235,22.006802721088434
560,2020-01-06,2020-06-30,"465,56",0008BB,176,3267,18.5625
561,2020-01-07,2020-07-31,"500,24",0008BB,206,3524,17.106796116504853
562,2020-01-08,2020-08-31,"497,99",0008BB,236,3516,14.898305084745763
563,2020-01-09,2020-09-30,"467,29",0008BB,265,3294,12.430188679245283
564,2020-01-10,2020-10-31,"478,44",0008BB,295,3378,11.450847457627118
565,2020-01-11,2020-11-30,"442,00",0008BB,324,3186,9.833333333333334
566,2018-01-01,2018-12-31,"3 342,01",0008BR,364,0,0.0
567,2019-01-01,2019-11-09,"2 305,16",0008BR,312,0,0.0
568,2019-12-09,2019-12-31,"1 067,71",0008BR,22,9483,431.04545454545456
569,2018-01-01,2018-01-31,"307,08",0008KO,30,2484,82.8
570,2018-01-02,2018-02-28,"284,67",0008KO,57,2298,40.31578947368421
571,2018-01-03,2018-03-31,"309,37",0008KO,87,2503,28.770114942528735
572,2018-01-04,2018-04-30,"299,25",0008KO,116,2419,20.853448275862068
573,2018-01-05,2018-05-31,"309,97",0008KO,146,2508,17.17808219178082
574,2018-01-06,2018-06-30,"300,09",0008KO,175,2426,13.862857142857143
575,2018-01-07,2018-07-31,"311,23",0008KO,205,2517,12.278048780487804
576,2018-01-08,2018-08-31,"310,39",0008KO,235,2510,10.680851063829786
577,2018-01-09,2018-09-30,"302,17",0008KO,264,2426,9.18939393939394
578,2018-01-10,2018-10-31,"352,77",0008KO,294,2843,9.670068027210885
579,2018-01-11,2018-11-30,"357,75",0008KO,323,2884,8.928792569659443
580,2018-01-12,2018-12-31,"366,61",0008KO,353,2957,8.376770538243626
581,2019-01-01,2019-01-31,"404,07",0008KO,30,2965,98.83333333333333
582,2019-01-02,2019-02-28,"365,05",0008KO,57,2673,46.89473684210526
583,2019-01-03,2019-03-31,"403,00",0008KO,87,2957,33.98850574712644
584,2019-01-04,2019-04-30,"372,27",0008KO,116,2727,23.50862068965517
585,2019-01-05,2019-05-31,"357,04",0008KO,146,2613,17.897260273972602
586,2019-01-06,2019-06-30,"353,16",0008KO,175,2584,14.765714285714285
587,2019-01-07,2019-07-31,"359,71",0008KO,205,2633,12.84390243902439
588,2019-01-08,2019-08-31,"362,38",0008KO,235,2653,11.28936170212766
589,2019-01-09,2019-09-30,"349,69",0008KO,264,2558,9.68939393939394
590,2019-01-10,2019-10-31,"362,11",0008KO,294,2651,9.017006802721088
591,2019-01-11,2019-11-30,"348,75",0008KO,323,2551,7.897832817337461
592,2019-01-12,2019-12-31,"356,64",0008KO,353,2610,7.393767705382436
593,2020-01-01,2020-01-31,"356,59",0008KO,30,2625,87.5
594,2020-01-02,2020-02-29,"342,55",0008KO,58,2519,43.43103448275862
595,2020-01-03,2020-03-31,"363,88",0008KO,88,2680,30.454545454545453
596,2020-01-04,2020-04-30,"365,60",0008KO,117,2693,23.017094017094017
597,2020-01-05,2020-05-31,"378,58",0008KO,147,2791,18.98639455782313
598,2020-01-06,2020-06-30,"368,91",0008KO,176,2718,15.443181818181818
599,2020-01-07,2020-07-31,"388,79",0008KO,206,2868,13.922330097087379
600,2020-01-08,2020-08-31,"393,29",0008KO,236,2902,12.296610169491526
601,2020-01-09,2020-09-30,"383,88",0008KO,265,2831,10.683018867924527
602,2020-01-10,2020-10-31,"393,29",0008KO,295,2902,9.837288135593221
603,2020-01-11,2020-11-30,"377,26",0008KO,324,2781,8.583333333333334
604,2018-01-01,2018-01-31,"306,70",0009BB,30,2370,79.0
605,2018-01-02,2018-02-28,"277,21",0009BB,57,2135,37.45614035087719
606,2018-01-03,2018-03-31,"306,45",0009BB,87,2366,27.195402298850574
607,2018-01-04,2018-04-30,"314,57",0009BB,116,2436,21.0
608,2018-01-05,2018-05-31,"333,98",0009BB,146,2582,17.684931506849313
609,2018-01-06,2018-06-30,"327,70",0009BB,175,2540,14.514285714285714
610,2018-01-07,2018-07-31,"379,44",0009BB,205,2943,14.35609756097561
611,2018-01-08,2018-08-31,"382,43",0009BB,235,2964,12.61276595744681
612,2018-01-09,2018-09-30,"367,86",0009BB,264,2835,10.738636363636363
613,2018-01-10,2018-10-31,"377,68",0009BB,294,2913,9.908163265306122
614,2018-01-11,2018-11-30,"362,88",0009BB,323,2797,8.659442724458204
615,2018-01-12,2018-12-31,"390,99",0009BB,353,3021,8.558073654390935
616,2019-01-01,2019-01-31,"373,70",0009BB,30,3027,100.9
617,2019-01-02,2019-02-28,"333,61",0009BB,57,2675,46.92982456140351
618,2019-01-03,2019-03-31,"372,20",0009BB,87,3006,34.55172413793103
619,2019-01-04,2019-04-30,"331,52",0009BB,116,2683,23.129310344827587
620,2019-01-05,2019-05-31,"340,73",0009BB,146,2782,19.054794520547944
621,2019-01-06,2019-06-30,"367,70",0009BB,175,2998,17.13142857142857
622,2019-01-07,2019-07-31,"370,77",0009BB,205,3031,14.785365853658536
623,2019-01-08,2019-08-31,"376,80",0009BB,235,3073,13.076595744680851
624,2019-01-09,2019-09-30,"354,27",0009BB,264,2866,10.856060606060606
625,2019-01-10,2019-10-31,"362,61",0009BB,294,2937,9.989795918367347
626,2019-01-11,2019-11-30,"339,48",0009BB,323,2750,8.513931888544892
627,2019-01-12,2019-12-31,"346,81",0009BB,353,2812,7.9660056657223794
628,2020-01-01,2020-01-31,"399,87",0009BB,30,2815,93.83333333333333
629,2020-01-02,2020-02-29,"373,14",0009BB,58,2611,45.01724137931034
630,2020-01-03,2020-03-31,"393,38",0009BB,88,2738,31.113636363636363
631,2020-01-04,2020-04-30,"381,03",0009BB,117,2658,22.71794871794872
632,2020-01-05,2020-05-31,"392,39",0009BB,147,2742,18.653061224489797
633,2020-01-06,2020-06-30,"386,03",0009BB,176,2697,15.323863636363637
634,2020-01-07,2020-07-31,"405,42",0009BB,206,2843,13.800970873786408
635,2020-01-08,2020-08-31,"411,47",0009BB,236,2895,12.266949152542374
636,2020-01-09,2020-09-30,"393,75",0009BB,265,2768,10.445283018867924
637,2020-01-10,2020-10-31,"404,49",0009BB,295,2846,9.647457627118644
638,2020-01-11,2020-11-30,"378,69",0009BB,324,2731,8.429012345679013
639,2018-01-01,2018-03-31,"982,92",0009BR,89,6516,73.21348314606742
640,2018-01-04,2018-02-07,"791,76",0009BR,34,6591,193.85294117647058
641,2018-01-07,2018-09-30,"806,03",0009BR,266,6741,25.342105263157894
642,2018-01-10,2018-12-31,"917,76",0009BR,355,7399,20.84225352112676
643,2019-01-01,2019-03-31,"997,27",0009BR,89,6774,76.11235955056179
644,2019-01-04,2019-06-30,"1 274,48",0009BR,177,7421,41.92655367231639
645,2019-01-07,2019-09-30,"1 300,58",0009BR,266,7650,28.7593984962406
646,2019-01-10,2019-12-31,"1 301,21",0009BR,355,7427,20.92112676056338
647,2020-01-01,2020-03-31,"1 278,42",0009BR,90,7322,81.35555555555555
648,2020-01-04,2020-06-30,"1 317,53",0009BR,178,7325,41.151685393258425
649,2020-01-07,2020-09-30,"1 238,88",0009BR,267,7516,28.149812734082396
650,2018-01-01,2018-03-31,"994,72",0009KO,89,7741,86.97752808988764
651,2018-01-04,2018-06-30,"999,00",0009KO,177,7551,42.66101694915254
652,2018-01-07,2018-09-30,"1 021,18",0009KO,266,7910,29.736842105263158
653,2018-01-10,2018-12-31,"1 042,25",0009KO,355,7950,22.3943661971831
654,2019-01-01,2019-03-31,"1 208,82",0009KO,89,9378,105.37078651685393
655,2019-01-04,2019-06-30,"1 117,39",0009KO,177,8192,46.282485875706215
656,2019-01-07,2019-09-30,"1 017,06",0009KO,266,8130,30.56390977443609
657,2019-01-10,2019-12-31,"1 000,18",0009KO,355,8040,22.64788732394366
658,2020-01-01,2020-03-31,"1 092,42",0009KO,90,8080,89.77777777777777
659,2020-01-04,2020-06-30,"1 225,58",0009KO,178,8511,47.81460674157304
660,2020-01-07,2020-09-30,"1 251,25",0009KO,267,8849,33.142322097378276
661,2018-01-01,2018-01-31,"318,71",0010BB,30,2467,82.23333333333333
662,2018-01-02,2018-02-28,"281,64",0010BB,57,2172,38.10526315789474
663,2018-01-03,2018-03-31,"322,51",0010BB,87,2494,28.666666666666668
